name,id,genres
Scotty McCreery,6ZV6lGY0prbqpTD0Md8i29,contemporary country-country-country road-modern country rock
Chris Botti,3eFo5fMv53RYZBYlvT5Z6a,jazz trumpet-smooth jazz
FIZZ,0zooagBp2tYdvvSLp74S7U,
Jowell & Randy,4IMAo2UQchVFyPH24PAjUs,reggaeton-urbano latino
Tina Cargyle,4W0tULIDKZAqvI90hlIsV1,
Calm Lecce,0CAwGUfZRUjr3HZHOpqSkz,
Luis Alberto Spinetta,1MuQ2m2tg7naeRGAOxYZer,argentine rock-post-punk argentina-rock nacional
OMOZO,0UADN60KWS7lO5isbnePqy,
Sapphire Llama,0ukEGWLjiNHntHlKL4qeF9,
iamrw,6Oo1b13eDooVjwNQHiFd5c,organic ambient
Margaret Bonds,5rAjCNBtMjC6cP6IVpaC9l,african-american classical-american modern classical
Peter Gregson,71tFaKKy6x1inyCFHjpzUE,compositional ambient-modern cello-neo-classical
LAST CALL,2LoibTtixf5tjTYORAxbtN,tropical house
Alice et Moi,1NcCVE1FRpBSlN3LcAfhn3,french indie pop-french indietronica-nouvelle chanson francaise
Cymande,4hfcSstwnyuBoek1dQwLkG,afrobeat-funk-psychedelic soul
Nyzzy Nyce,5rrWLqEEESla2vFGHGvEdp,
Malou,5mU7ohKXRejACFS8eZIixp,
Seu Jorge,0i1s9WcIu0PrUvHzALgofo,mpb-samba-rock
Matisse,77aLk6J8ofnVxa1eXK9jiU,latin arena pop-mexican pop
Jaguar Sun,4WQwU51LUtrVrw0K8BMpAC,chill dream pop-ontario indie
SIRA,3KMDtS3p5sJlQf4ebBZ8Zf,
NACHE CHAN,5CW7nTdasjGbEW148S5xXu,
Asha Eyes,0kT70uuyReYQKONxepyC3Q,
Hatis Noit,1VMXdJgyzy12hZGmEk8LPY,spectra
Jonathan Dorjee,1yxN1A5zsJCnmAvXM41959,528hz
La Decima Banda,1C2CCqiE3rxq2H4ErMzz9U,banda-banda carnavalera
wolfacejoeyy,7LjXznzJeKuvjRbNcBWd6Z,pluggnb
Mthunzi,2qixIA7qPFts4yN1Av017D,afro soul-south african pop-south african pop dance
AREZRA,6CgedJ2dk5GP40gS1OmGgE,
Carwyn,07xmi3luGn1Zgl4LbQs9i3,
NSH,13FBdMZnPKuU6QYIgagrcS,chill house-orebro indie-tropical house
JP THE WAVY,0hBYSjDjcAaAuSZcpN8jk9,j-rap-japanese trap
Wisin & Yandel,1wZtkThiXbVNtj6hee6dz9,electro latino-reggaeton-trap latino-urbano latino
Eric Maria Couturier,0UqAL9Ez6drtGaSr9WuTZ1,
BackRoad Gee,51op6E2hjkeutwFhgw32mL,grime-uk hip hop
Jean Shepard,3lQuLlW6tYv1nm3nzyJ6Ty,bakersfield sound-classic oklahoma country-western swing
Wyomings,0VngMz1xp49mw2SXS7J2lw,
George Ezra,2ysnwxxNtSgbb9t1m2Ur4j,folk-pop-neo-singer-songwriter-talent show
Mark Watson,6vUk8SMonemgCpxqUhYzlv,
Deevani,0vLywSuTQGaeNiq9pN8sD0,
MINGYU,5gUpo0BRmo6EOTbyU3z5Ay,
Dromedarios Mágicos,3UP83Ekm9Jse6j0dWZJlH9,chihuahua indie-mexican indie-mexican rock
Kendall Miles,4Z5eM7HLu4b0LAKrywoWR2,chillhop-lo-fi beats
From the Keys,0MWGdO1126AL0S3uptXQ22,
Morray,44vREmJC0OlVZjZaGLqVEd,pop rap
Johann Pachelbel,62TD7509VQIxUe4WpwO0s3,baroque-classical-german baroque
World's First Cinema,4twMMV3DuDCtmSUosQeWPF,
Vistas,5YA1c6yVkPnflTLMfOgjzc,edinburgh indie-scottish indie rock
Morgondimma,0mQskyOm143f9LT371ux2U,healing hz
Berenice Van Leer,05WEW3kd5mLRHs3xtUF6t9,
Mike Perry,6lB8vOoI4DRrrVxXwuV19c,pop dance-swedish tropical house
Lourena,3jLj1sAQaEpLpktyJmyGIh,brazilian hip hop-r&b brasileiro
Ego Plum,3aDfKWabc9t1ahXCREyKEt,
Reel People,7JCiEoZpn0yghisiVNvl4X,deep house-smooth soul-soulful house
Shelby 5,7cvQ26Fz2sz3iMcAc8HXaD,
Evening Elephants,4mvJqW3HQswIu7RmvcAQUy,
Meditación Trascendental,7GBcK0tbzmq32W05O4V3gA,singing bowl
Ella McRobb,0NswlnGI3k9W3MHn5dEjdw,
Timmy McKeever,1eSQKNKjXVIKIcNXZL7x5N,
Nael,7Ma72ox89biP5cDxmysAFM,trap funk
Mounika Yadav,2oLVeyUyYNFELwC93iZWGG,telugu folk
Harry McNally,4TP6ZE4LzdGQc9nhyKk77M,
Trinidad Cardona,4wP1kxjUsc9IR4Iy2smL7o,sped up
The FaNaTiX,3pZyDeGMNPAWHdFe2K4ud1,
sign crushes motorist,02vrwnrNEeDRV96o9iPSYP,
Aaron Hall,772SIFJQiXTCfxncTK1UMn,contemporary r&b-new jack swing-r&b
Joseph Williams,5xk0kRuXn1zToTHpHAqpui,movie tunes
slimdan,4rBmgPisz2KuN6czxDpIcu,
MILCK,62lirbb6qJs4VOGpdCNHK8,la pop
Noah Thompson,38dDBc8guRXP1fjvothwyi,modern country pop
Orchestre National De Lyon,5nBrvb1brhyZFKTuC2GIAo,french orchestra-orchestra
Claptone,4mncDFjVLUa3s025Tct3Ry,german house-german techno-progressive house
LaLa Hsu,3dI4Io8XE33J2o04ZwjR0Y,mandopop-taiwan singer-songwriter
Gino Soccio,3q2AjYY7FmiMh29bKki4EE,italo disco
Gold Fang,1e8lOc1h26CVBSGh3iiW7M,
SHIRT,5LFkuWvCFR1up60k4gU1qi,
Dee Dee Bridgewater,2H3xDjMmp31iLmsgXxLFyI,contemporary vocal jazz-jazz blues-vocal jazz
Thom Yorke,4CvTDPKA6W06DRfBnZKrau,alternative rock-art pop-art rock-electronica-glitch pop-indie rock-oxford indie
Chike,6zK1M4TcabpLQMNmmG2P0Q,afrobeats-afropop-nigerian pop
Northern Quest,0kBhfmZQ4cAg1an1vTbXEe,
Benny Sings,4gHcu2JoaXJ0mV4aNPCd7N,dutch pop-indie soul
MARAUDA,3YLUvWzk9eBm1WrHFlZxM4,brostep-deathstep-dubstep-tearout
Harryson,1x9Om8FmNPwwRjRFPnVVgm,cubaton
Grupo Marca Registrada,1gW6pz5n1aK249L0GvfQCC,corrido-norteno-sad sierreno
Davidji,5xDhn69h8RGDjAuDHqUsQk,guided meditation
Sleigh Bells,59pWgeY26Q6yJy37QvJflh,brooklyn indie-dance-punk-experimental pop-indie rock-indie surf-indietronica-neo-synthpop-noise pop-shimmer pop
Blake Shelton,1UTPBmNbXNTittyMJrNkvw,classic oklahoma country-contemporary country-country-country road-modern country rock
Asahi Haru,2n6xoAIjeAig3mKdbHWrgM,background piano
Calma Interiore,1OmJlIsNDkAVfdkmHbvQFM,
Jonas Blue,1HBjj22wzbscIZ9sEb5dyf,pop-pop dance-tropical house-uk dance
OKRAA,1ZfxnR3DTdddhuKtkIGIKU,colombian indie
Breaking Benjamin,5BtHciL0e0zOP7prIHn3pP,alternative metal-nu metal-post-grunge
The Stone Roses,1lYT0A0LV5DUfxr6doRP3d,britpop-dance rock-madchester
NVZ,5EPTeGinAnGxr6mX3M2vbp,
Anda Mané,0CyEMzIzthRVDjMTutlWC6,
Paolo Del Prete,275y3NeDiGnwCA106e48Tg,
2Pac,1ZwdS5xdxEREPySFridCfh,g funk-gangster rap-hip hop-rap-west coast rap
PNAU,6n28c9qs9hNGriNa72b26u,alternative dance-aussietronica-australian dance-australian electropop
Dawn Richard,6pSsE5y0uJMwYj83KrPyf9,afrofuturism-alternative r&b
Maroon 5,04gDigrS5kc9YWfZHwBETP,pop
Nina Nesbitt,7AzjETXRUKNRSJHMW9GIqd,alt z-neo-singer-songwriter-uk pop
Dogger,79gz89B3EUt31SNQVQW1tU,liquid funk-uk dnb
A. Blomqvist,5OdOZHljmANwGvN71E6KJm,
CRNKN,59pHslghUQl2EcjCjS7duZ,
ivri,5EjK7aUvQ9LMNqc2zXiWLS,
Chino & Nacho,5NS0854TqZQVoRmJKSWtFZ,electro latino-latin hip hop-latin pop-urbano latino
Meister Lampe,4KjUoFUS7MM53AJtofvn1i,
JOLO,1r5cXPqjg3R4Q1FpKG1UJs,
Donne Maula,5DKFj8QL05LWzVG82W29CG,indonesian folk pop
The Vapor Caves,0CJqQk3cv4aRT9j5c9DJ95,
Kabaka Pyramid,10p1CDVyRIkR2ybAu7SbVH,modern reggae-reggae fusion
Emilie Mover,4dx2QFru02KbFFNYgwourF,deep acoustic pop
Marisabelle,7juQyo2bnOdDsd0V4UDYdH,
Kylie Dailey,0lC97iGj9XViueKd9WERw4,
Ntwana R,5JDQiJloYbt3F1A4kdxGA3,
Riccardo Chailly,4Kjr1MPMUfuH3QKXtAljNy,classical performance-orchestral performance
Payton Smith,4ZLKYFbf4KJWJR0MeQWLEt,country pop
Billy Strings,1ZN1c1qWEGZNX1pGeKCPpf,jam band-jamgrass-new americana-progressive bluegrass
Cam Keddy,1747Rrh8maZzzcgo2jVJkt,
little image,5Ljgq0b8I3YkUwp3gtB1wm,dallas indie
Chris McCall,0TcGpkdfl5wneHvpYgN3xp,
Berliner Philharmoniker,6uRJnvQ3f8whVnmeoecv5Z,classical-classical performance-german orchestra-orchestra
Koby Laver,639xerhpqwPMYay6bkjz75,
Barbena,0DorMBZ5PrujJquR3bbTdL,
Hailee Steinfeld,5p7f24Rk5HkUZsaS3BLG5F,pop
Gabereal,7pMRuTQan8Xa2erCF93GR7,
Olívia,2ujvd2c3fhWYQAzC9mT8UQ,indie curitibano-musica paranaense
Freddy Fercho,3qm0iU0Xgu7bkudiRhyJJU,
Faux Facet,7tG7d82cOk5x0WkNAL2TZk,
Shouse,2TcGJdSOiOvITBzhvfX8XB,aussietronica
Rahsaan Patterson,5jVkC5rSgdK2EPfRAmtbpH,neo soul-smooth soul-urban contemporary
Kendo Kaponi,1WMwuNKzEFtU6pPkdtryYS,reggaeton-reggaeton flow-trap latino-urbano latino
SEB,7oPxPZSk7y5q0fhzpmX5Gi,
Justus Heher,0yMJoO3Z1jIxZdk6nZd0P8,
Sheryl Crow,4TKTii6gnOnUXQHyuo9JaD,lilith-new wave pop-permanent wave-pop rock-singer-songwriter
Da Muziqal Chef,25uuaH9QdKIygoWTDzKuve,amapiano
Clayton Shay,70paYnUiMhlriyqsG4D0CR,modern country pop
Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,pop
Moi Je,2lmGTNC0PsE7j5KDO9POvW,new french touch
t e s t p r e s s,4udW3rcRXEmwm706eR5h8u,
CalledOut Music,3VY7IlU2547DIC1ca88lRH,christian afrobeat
Bedside Kites,5zKinanOH8komuiAx6fmvL,lo-fi indie
Sightlok,0d6BAubyJC8SktPEPmhogB,
RVG,4a2c6VZMfp0CdNg1JgSPR9,melbourne indie
Dream Wife,2DaP4uXwKOXAaD77XokW9a,chamber psych-english indie rock-icelandic indie
Cecil Andrews,3w12mAdbXsNTiBc4xhM0OV,
Ricki-Lee,07lgEPGfoA4Lqos6YGYPDU,australian dance-australian pop-australian talent show
Diablos Locos,4VB5hjhR9zb2ZdkShUBGvY,cumbia sonidera
Los Auténticos Decadentes,3HrbmsYpKjWH1lzhad7alj,argentine rock-latin alternative-latin rock-rock en espanol-ska argentino
Advaitas,0eGpzO3YMOyEZRsrwH3Np8,healing hz-sleep
Oils,3Q2M9TPSdCOUOw0IStqvdI,
Ann Peebles,5dM7jA0PXh0Ozz8LT2YOCB,memphis soul-soul-soul blues-southern soul
Kingdom Heirs,6CPiQbiF0iVrQfGa4iDjqW,southern gospel
bdrmm,4Cx5LnF4WNJIn9SSqyeq9C,bedroom pop-crank wave-hull indie-nu gaze
Nadhif Basalamah,6UgERnTHmjk3qXM9x5vzyO,indonesian r&b
Zawar Hagano,4sZQU2cNVFvCzZ3GK3n0S5,
The Boy Of Many Colors,6TH3slGLeQpUTS5Ng01bWx,
Tim Hicks,05kfnkzu8HdqnCdHHkJeci,canadian contemporary country-canadian country
Gustavo Cerati,1QOmebWGB6FdFtW7Bo3F0W,argentine rock-latin alternative-latin rock-rock en espanol
Antoine Di Luzio,0nvI5DwMokXVsbHH7sBuwv,
Marilyn Odessa,26YaHstf1U8Wat4ZE3Nv5w,regional mexicano femenil
Laura Nyro,6QDWC6QeGhvCWCv3nUJwoV,folk-singer-songwriter
Nathan Haines,0nswuaAPTwnY9EBFPExHYy,nz jazz
Pavla Honsová,7F379p4cYyppp4YXIzPmBq,
Bo Beauve,6WhIXLtC2VSVq70ZepAKel,
Kris Floyd,7aG8YUI5alfF2pi0n5Cg5H,trap boricua-trap latino-urbano latino
Sangenjaya,5ZrrEKTUqjrI6kAVj5Mfrl,
Ballpoint,5vbgY6zVUKz1haJv618QvC,chill beats-trap beats
Chris Else,0RfGDCR6iUaAP2h3BxNHjP,afrikaans
Bobby Blazier,4KydL8OZRHYooJMlfB0jy5,
Shin Yujin,47zMycCO60ysrkORth8xw6,
Falcor,5XO7u20FIngCsRUTMMOEY7,
Wind Grains,6vNq1r7OHf9ajPUSWYJwr4,healing hz
Freundeskreis,3nJEogPoj1zQ6uokOgaKgk,german alternative rap-german jazz rap-german pop-oldschool deutschrap
L.U:N.A,69m0BPeWJi5xH4BDvcyewk,norwegian pop rap
藤川千愛,4KtWUs76w4g6Ck12wskjeg,anime
Brasa Church Music,3dkGpbI5k8lDZ4Sk1ykv4A,adoracao
Nordic Light Trio,2BcQKRbEFJJaMcad1CRZ35,
ÌFÉ,7hwZLbYVax5K8GvRSmRSOF,latintronica-puerto rican indie
Xenia Manasseh,2J4IvVbi2h1wB2A0p5kd86,afro r&b-kenyan pop-kenyan r&b
Benjamin Fro,0O9dDLVIaf3EA0HlMjant6,
OOSHA,6OhHuHGJe5YfFNsaoIAWZm,
Sosa UK,3JlN0MeWVJq0vjvsvWCRZ5,tech house
Max Cooper,0WSSKmoRbxqLf3MnXInQ2J,electronica-microhouse-minimal melodic techno-minimal techno-modular synth
Elandré,3Gg20zbz8OVW3iahm8uoYo,afrikaans
Brian Simpson,4uIdP3jwyR0xifCS2FYS3o,smooth jazz
eaJ,0kX41bvrBQtgqSEXbmTzMN,game mood
Coach Party,4trP4C2bZ0TqMUxw0tLRAZ,crank wave-english indie rock-isle of wight indie
Skip Marley,4ryoUS0W8qXokfMxrlJt6O,modern reggae
Father John Misty,2kGBy2WHvF0VdZyqiVCkDT,art pop-chamber pop-indie rock-singer-songwriter-stomp and holler
Volcano Choir,6gAtOqhriLzOzb3Qqmg5kO,chamber pop-eau claire indie-indie folk-stomp and holler-wisconsin indie
upper class,2NtGuhjeGjxetrptLSQHV0,lo-fi house
Audrey Assad,1GKYNY4rIPnOuTfC0J1IWw,roots worship
Anita Rosswell,6Qer09QopgWLGMd601P0Zk,background jazz
Mara Sattei,0zoMmzmyi8N8LwzhyXPvtk,italian hip hop-italian pop
Lucenzo,5bv5RplEOwdCvhq0EILh9E,reggaeton
Bobby Caldwell,4V4Z3qMCwYofWHtip6ePF6,yacht rock
Aaron Hibell,6KJPsGYJN54GllYOKTleaj,stutter house-uk dance
Floyd,4yURrK9HEczFPGPya2yBu2,
deadmau5,2CIMQHirSU0MQqyYHq0eOx,canadian electronic-complextro-edm-electro house-pop dance-progressive house
Laraw,7vxKZcJkulVyFjO6Bb1Pq1,
Cooper Alan,0AtQAehoytV7j1r4O16dRb,modern country pop
Michael Brecker,5IkynsVZoak9UR2Xt8qsMj,contemporary post-bop-jazz-jazz saxophone
Ms Nina,43Hr2FjhVehkROIIEb7EfQ,neoperreo-rap latina
Pokey LaFarge,6hAUCkzZpoYGObd8qFW5TT,new americana
Jeff & Sheri Easter,6AiuFk4YUoY4xi15OZJfKm,family gospel-southern gospel
Elefante,5oYHL2SijkMY52gKIhYJNb,latin alternative-latin arena pop-latin pop-mexican pop-mexican rock-rock en espanol
CJ,7arQA31aZVS8yS6zUveWzb,nyc rap
Mikael Ayrapetyan,6MbLMjlPQHSO9u4gKzys4w,caucasian classical piano
Sir Chloe,6rniTPs9zN26kYnkPdFl1U,indie pop-pov: indie
Thunder Jackson,3o0xJMKswwtXz2PhrRCHhJ,cardiff indie
Cruz Cafuné,0jeYkqwckGJoHQhhXwgzk3,rap canario-spanish hip hop-urbano espanol
Charmaine,5cie6OioF2WHr2KflhcQGT,trap queen
Willie Nelson,5W5bDNCqJ1jbCgTxDD0Cb3,classic country pop-classic texas country-country-country rock-nashville sound-outlaw country-singer-songwriter
Rick Grove,6ZqkiLDqtgWIf9upBjABI2,
Paula Arenas,4ay2pQwnYqa44OAnWCGix2,colombian pop
Bob Dylan,74ASZWbe4lXaubB36ztrGX,classic rock-country rock-folk-folk rock-psychedelic rock-rock-roots rock-singer-songwriter
Chrastigel,4AxST7mawxtkURrDeHSe7z,
Serenata Moss,3W4A8cV0hV5vutTRDgWuMi,
Charley Crockett,3BJX1nYizKvWpZTY5HOAr4,new americana-southern americana
Hannah Sugar,1thgqqFzyPG6ZOqSPKAlRB,ukulele cover
Fox,5SGoXZP1nUNCdOjccpKBAS,ukg revival
Copenhagen Jazzexperience,4JEWCpMIrw4HJgsAlkblBo,
Melodiesinfonie,3YndyZk8nVLJKspIBo0nLd,chillhop
Elin Porsinger,6t3WAdzh5pbRFB2piKubXK,
Ghostnaut,2RBJhPBOr8mI5evwaL4HR3,lo-fi jazzhop
W&W,2rTo8KIkBTFjQS7VvaKYQ4,big room-dutch house-dutch trance-edm-electro house-pop dance-progressive electro house
Bran Van 3000,3D3blX3lLE3BCMdo3SOMlB,cymraeg
Sixpence None The Richer,0lJlKQvuM2Sd9DPPyUXcHg,lilith-pop rock
Anna Niva,535a8rNQO9F4uQjhRJirsx,
Ol' Burger Beats,4rDDy4hN7Tbrv0ntOvVKPz,chillhop
D-Block Europe,5VadK1havLhK1OpKYsXv9y,melodic drill-uk hip hop
Carn Crua,6EBszIoLpJ4gSe2JVFKdFF,
Revol,2wYOpkTJZGByNEOjEnSmoW,reggaeton-reggaeton flow-trap latino-urbano latino
Solvekin,6vz9kIJB249V5DbMMH0WZA,background music-healing hz
Walk off the Earth,6jEiUoyyJNPHzSR0Nib6HX,canadian rock-pop rock
Devi Rubio,2EdSpaErGLHPup1znOQLUG,
Teddy Knight,0fOXXu7hSPOCnufvtl9xd7,
Sole Gipp Ossler,4W6WFc9Q6Zx4SkrfO94D9W,
Deepend,0uGApGjjFXKwUOAqYBeX7B,deep house-deep tropical house-tropical house
Bread,70ZTdbPEcEugBNay4MvxfL,folk rock-mellow gold-singer-songwriter-soft rock
Javasoul,7sWpH3kOSkHAT1wLI2VPsQ,
Solitudes,0FGntfmb5IeEmKT9WUHgSX,
Caiiro,0fs9otT9TtwXUOcFXZomZY,afro house-south african house
Rose Gray,5YYrWH3w4JYijU4JZrOXWA,uk pop
Daniel Eklund,6D9wDsJ8G3mdSfko0WoQ30,
KeeQ,5OSkggAoi9qMYfSJuTz4pB,
DJ Lag,1svX5cMlY22N60RxwzeJNO,gqom
¿Téo?,0jsnWH4QCKcAMpR7vEhh9u,latinx alternative
Splash n' Dash,3H8JEgORKc06mYrKIaFMPa,rain
Living,2miffAnnUvKSyB9ykA2su9,latin worship
Ika Sile,1H1NCpFcMUlyZs6JKpsk4C,
Trella,4YpLN8ZByubASuWnxWokRT,jacksonville indie
Mayyadda,2K2XjOICH966gvQiMhSPZv,high vibe
Alex Zurdo,0WI8OfWCRvK4nGHmKfFQmd,latin christian-rap cristiano-reggaeton cristiano
Tones From Samwell,6Iz6MEdFyo1ggJmBoPXaKD,
Forest Swords,2VarlUiM6Lw0SA7BvwVPRP,art pop-hauntology-uk experimental electronic-wonky
Al Stewart,0DW7boyjvbaSP3OJ72sXgC,art rock-folk rock-mellow gold-progressive rock-singer-songwriter-soft rock-symphonic rock
Rosa Karina,1KzJGm3pCl6STUWvCVg5sx,adoracion-latin christian-pop cristiano
Green Day,7oPftvlwr6VrsViSDV7fJY,modern rock-permanent wave-punk-rock
Cryalot,5MAbo7Vj1N532cmkSN4YIY,
Juanca Cevasco,4RDmGrAvQk6WXs91HVkpzC,deep latin christian
Platinum Dust,4EOKoMTIR7K71Skv7gAmgS,lo-fi jazzhop
Juicebangers,5NJ5H0WVG6JpjTROfISdpE,christian hip hop-christian trap
Ruth de las Plantas,7xtkne3Y9293zwMXsJp0QP,lo-fi latino
Blue Boy,5wAkbDfgFUeXzWO4rdPQiG,classic house
Natalie Hemby,32opPqLCT3sF24Aso7wTXw,country pop
Arizona Zervas,0vRvGUQVUjytro0xpb26bs,indie pop rap-pop rap-rhode island rap
Davide Shorty,5nZ6WgYH6mSPf2YaKXOZso,italian pop
Chune,0M8yh4QnShC2YBY1TGznCm,
Teddy Wilson,0tg5uVI4VjzZOFzBryJZii,jazz piano-stride
Baby Storme,7cwYKm54nTTbnm0UnH0xBe,
Finleigh,1KcMYDu3nBxDYlcYwrsEAA,
Radiohead,4Z8W4fKeB5YxbusRsdQVPb,alternative rock-art rock-melancholia-oxford indie-permanent wave-rock
Carter Faith,4X5CTYQmx1NNyz9S1IpNko,country pop-modern country pop
Gjenklang,0tdUnUmJpBYAnf128MpI23,
L2B,4hYxvgmTzS29XAXlo5adgM,french hip hop-pop urbaine-r&b francais-rap francais
Basiil,1KOeTyRjoGl0MPu4NRklMV,
Jesse Francis,3D0oolHW7HzW3jz5GXz1dW,uk christian rap
CINTHIE,764H8zG8sTf5FPHWHW5bvh,acid techno
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,folk-pop-pov: indie-san marcos tx indie-stomp and holler
loren north,2rBIJIECWuDEzaiewMf0Kr,indie electropop
Plustwo,5bHicu5GncBzOsjUFsooLK,italo disco
King Isis,7jz1wM1NdiskFWrlosZhVw,
Rob Baird,1eE9EMjfAxDNT22LXc4Xpt,red dirt
Bodi Lukasz,6FhL947nyB3vI5QUecgylC,
Dem Jointz,2AUT4fNQ2QC0e2f5pIxOCd,
THAT KIND,4zxtCQ4mwZH38FVCSbpqlZ,uk dance
Anabel Zubillaga,4RxaKrP7A7sA8ueEtJQst7,
cursetheknife,4BmrwEGjJ60tg79uY4OjRA,american shoegaze-grungegaze
ANASOF,3f8A9SF4KU1QISytS4jxDm,
Martin Smith,7ISMNhe95QNLqHgsCHAVeu,deep ccm-uk worship-worship
DAWN 던,7DxCK6bwfQC3F2ajZ02R2F,k-pop
Lorenzo_BITW,3Za28S9hIyeyGQmAk8d4FV,batida
ThxSoMch,4MvZhE1iuzttcoyepkpfdF,bedroom r&b
Laurence-Anne,0OuxZ5aNvFlurweMR8qq3B,indie quebecois-montreal indie
Alta Consigna,0DjAjUeZwSixK0dRwplBXb,banda-corrido-musica mexicana-norteno-sad sierreno-sierreno
Ben Aler,0jMMS87c4v40JITdDE0c1R,
SWAMP&STAR,3l9cGKVRvyJHWSNDOb6fd5,
Poppy Ackroyd,5q3wKuiaCK8BRPZQSvehFd,compositional ambient-neo-classical
Namtso Healing,1WcNbQEr7rUYmTZ8wX79nT,
TWYN,0HDWVwgRhsuFXpFq1m1HXm,
Marlee,4NrOT7BZU0GjwOyw2P0Vmb,
Men Without Hats,34PLzyi7CdXUekiLHYyqXq,classic canadian rock-new romantic-new wave pop-synthpop
Claudio Abbado,6HclTVD03WSY6GUpN16BkP,classical-classical performance-orchestral performance
Caterina Barbieri,61WgG5fz5ilJrMne7tE1zu,electra-experimental ambient-experimental synth-fluxwork-italian experimental-modular synth-spectra
PinkPantheress,78rUTD7y6Cy67W1RVzYs7t,bedroom pop
MYRNE,41DKMtAnhVo7aDeluAHDJg,future bass-gaming edm-melodic dubstep-pop edm-singaporean electronic-singaporean pop-vapor twitch
Rascal Flatts,0a1gHP0HAqALbEyxaD5Ngn,contemporary country-country-country road-modern country rock
Choklate,5LdWEVbA1btfMyR7FMEjO3,
Surfer Girl,4MAUMND3QtgDADiMyBvgbS,reggae rock
Octavia Klinger,7iY1iygrg1SOJUxYLHOBFs,
Dubokaj,4LpipxyhaUntlQyGXKmsQL,bern indie
Clara La San,3u65Tx20y4WqxO7W7khEhj,
Lido Danielle,4xfdrrJlyc8m3dJS5W59OP,
sundots,0K7RoGabPQO08yJDhsvvL5,lo-fi indie
||||||||||||||||||||,2i9OpWjVeuDPilnZ0mgM1L,
ADOY,64sY7LsUjNE3ifONkftTXC,k-indie-korean city pop-korean dream pop-korean electropop-korean indie rock
Eldrelder,3TrVbyS2m9PyOxsjoPos7Z,
Lyn Lapid,4pfy05cNNTacuOQ6SiSu4v,gen z singer-songwriter
Nicky Jam,1SupJlEpv7RS2tPNRaHViT,latin hip hop-reggaeton-trap latino-urbano latino
Zion Llama,3cpzUGjbTlToxJzxfWiW1u,
Chencho Corleone,37230BxxYs9ksS7OkZw3IU,reggaeton-reggaeton flow-trap latino-urbano latino
Zuriñe Ilaria,3nuIaWShg2iLdwSq2cSqGx,instrumental lullaby
Camille Thomas,4jr0QTGJnWJNUPeHjju3RD,classical cello
TAYA,3D04fb59z3ANxVaeHBfxtW,ccm-world worship-worship
Happy Mondays,339DNkQkuhHKEcHw6oK8f0,britpop-dance rock-madchester
KEEKS,1a0szpyoLfe9iC1II42U4o,
Jhazi,04D0OREuHpAwpndz3fgRcb,
Ray Charles,1eYhYunlNJlDoQhtYBvPsi,classic soul-jazz blues-piano blues-soul-soul blues-vocal jazz
Ethereal Roots,2NlQLtRMP7LbLqhbbxVEsu,rain
Q'orianka Kilcher,1tHm53NBBuFigo0RrjqDfe,
Bela Maria,3PiRpeHMxOFToEs65CZQCv,
Leiden,6fvjP4AZ19ce4gwJSr5qnI,cantautora mexicana-cuban alternative
Emilie Simon,6kLw7VpGwN4N0sBdmKhhfd,electro-pop francais-nouvelle chanson francaise
GONZO HERNAN,3vHvxRyq0vUmEqix9UR1TX,
Michael Edward Hightower,5WnleJQVlhXY4VsgWbftor,
Jacopo Croci,1bSkNeskReaGAMmsHDfp4G,neo-classical
Anna Wera,2DBO5ylxfhyMluoQdArytI,
Average Steve,07VCUOwm8lucjfgwh5JkR9,
anamē,3sZvCZHU2V2idOYyUl3fBi,
Divijata Ash,5CRHdG2bIiKcAsRwAmJqwg,healing hz
Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,dance pop-girl group-pop-r&b-urban contemporary
Loon,2gie1bU1LwnxdFAJoTLjzT,
Vicco,2z1MpPojFcvxYcEAx0lT6w,
Club 1600,1juPaCPPvPqkkocbYuedXn,smooth jazz
Frou Frou,6MUyqmIQ35inLjch0YzIEG,downtempo-etherpop-metropopolis
ARIA VEGA,3e9aKKEgSOjIQS9gv2Nr1X,
Muerdo,3Tn4gmQQde9am94ntk2NBq,murcia indie
Shinedown,70BYFdaZbEKbeauJ670ysI,alternative metal-nu metal-post-grunge
Radio Futura,4qKJA8Cf8R44cMThP6q8KM,cantautor-spanish new wave-spanish pop
Maverick Sabre,0ukgrNYk51TkMQr0f2Br4Q,irish hip hop
Fiona McGown,0sDQYtFm4QuKB4prOPp0id,
Masandi,51hgP1mhv9T6UMXVjMKDhn,
Gareth Lockrane,2Km3mLLDx9YqUgnzzE2Ahv,
Rebecca St. James,1SaELUYn7deVoQ9kGDGUD9,ccm-christian alternative rock-christian music
Thunder Phall,3Oj162Eb4NZJe2w0j5FkUR,rain
Yhanzy,5hCcP6cHCA4qCSg3j2Xow0,
UC Santa Cruz Orchestra,2DxSpGjhjB1ACnheLMTTqp,
Arta Porting,6e2ZpZDumV9AabK9rxpIUg,
Pachakuti,2pQzPOCdgQgaUpWG3WEcYr,lo-fi jazzhop
Neaux ID,64aTMBA0pmsYbDNUssh4sO,
Maggie Baugh,4E82Kdena6yf0reUDRzbvW,country pop
Bryn Christopher,7mWMzxN6IAIQ1tfFFtAiQv,british soul
Kshitij Lata,0MZblRhmt61Jd2QRnuLhG0,
